comparisonId,type,status,mySiteQuestionIds,referenceQuestionIds,questionSimilarity,optionSimilarity,answerMatches,imageMatches,proposedPart,partConfidence,reason,manualReviewRequired
choice-00563,choice,EXACT_MATCH,part_①-42,part_⑦-47,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00564,choice,EXACT_MATCH,part_①-43,part_⑦-48,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00565,choice,EXACT_MATCH,part_①-44,part_⑦-49,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00566,choice,EXACT_MATCH,part_①-50,part_⑦-50,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00567,choice,EXACT_MATCH,part_①-58,part_⑦-51,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00568,choice,EXACT_MATCH,part_①-60,part_⑦-52,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00569,choice,EXACT_MATCH,part_①-66,part_⑦-53,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00570,choice,EXACT_MATCH,part_②-4,part_⑦-54,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00571,choice,EXACT_MATCH,part_②-6,part_⑦-55,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00572,choice,EXACT_MATCH,part_②-7,part_⑦-56,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00573,choice,EXACT_MATCH,part_②-11,part_⑦-57,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00574,choice,EXACT_MATCH,part_②-12,part_⑦-58,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00575,choice,EXACT_MATCH,part_②-15,part_⑦-59,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00576,choice,EXACT_MATCH,part_②-19,part_⑦-60,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00577,choice,EXACT_MATCH,part_②-23,part_⑦-61,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00578,choice,EXACT_MATCH,part_②-25,part_⑦-62,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00579,choice,EXACT_MATCH,part_②-26,part_⑦-63,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00580,choice,EXACT_MATCH,part_②-28,part_⑦-64,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00581,choice,EXACT_MATCH,part_②-31,part_⑦-65,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00582,choice,EXACT_MATCH,part_②-33,part_⑦-66,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00583,choice,EXACT_MATCH,part_②-35,part_⑦-67,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00584,choice,EXACT_MATCH,part_②-39,part_⑦-68,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00585,choice,EXACT_MATCH,part_②-41,part_⑦-69,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00586,choice,EXACT_MATCH,part_②-46,part_⑦-70,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00587,choice,EXACT_MATCH,part_②-47,part_⑦-71,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00588,choice,EXACT_MATCH,part_②-50,part_⑦-72,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00589,choice,EXACT_MATCH,part_②-51,part_⑦-73,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00590,choice,EXACT_MATCH,part_②-53,part_⑦-74,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00591,choice,EXACT_MATCH,part_②-56,part_⑦-75,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00592,choice,EXACT_MATCH,part_②-60,part_⑦-76,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00593,choice,EXACT_MATCH,part_②-67,part_⑦-77,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00594,choice,EXACT_MATCH,part_②-68,part_⑦-78,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00595,choice,EXACT_MATCH,part_②-69,part_⑦-79,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00596,choice,EXACT_MATCH,part_②-70,part_⑦-80,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00597,choice,EXACT_MATCH,part_③-2,part_⑦-81,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00598,choice,EXACT_MATCH,part_③-6,part_⑦-82,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00599,choice,EXACT_MATCH,part_③-7,part_⑦-83,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00600,choice,EXACT_MATCH,part_③-18,part_⑦-84,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00601,choice,EXACT_MATCH,part_③-20,part_⑦-85,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00602,choice,EXACT_MATCH,part_③-21,part_⑦-86,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00603,choice,EXACT_MATCH,part_③-23,part_⑦-87,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00604,choice,EXACT_MATCH,part_③-24,part_⑦-88,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00605,choice,EXACT_MATCH,part_③-26,part_⑦-89,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00606,choice,EXACT_MATCH,part_③-28,part_⑦-90,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00607,choice,EXACT_MATCH,part_③-29,part_⑦-91,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00608,choice,EXACT_MATCH,part_③-35,part_⑦-92,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00609,choice,EXACT_MATCH,part_③-39,part_⑦-93,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00610,choice,EXACT_MATCH,part_③-40,part_⑦-94,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00611,choice,EXACT_MATCH,part_③-42,part_⑦-95,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00612,choice,EXACT_MATCH,part_③-44,part_⑦-96,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00613,choice,EXACT_MATCH,part_③-45,part_⑦-97,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00614,choice,EXACT_MATCH,part_③-53,part_⑦-98,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00615,choice,EXACT_MATCH,part_③-63,part_⑦-99,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00616,choice,EXACT_MATCH,part_④-2,part_⑦-100,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00617,choice,EXACT_MATCH,part_④-3,part_⑦-101,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00618,choice,EXACT_MATCH,part_④-5,part_⑦-102,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00619,choice,EXACT_MATCH,part_④-7,part_⑦-103,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00620,choice,EXACT_MATCH,part_④-8,part_⑦-104,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00621,choice,EXACT_MATCH,part_④-9,part_⑦-105,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00622,choice,EXACT_MATCH,part_④-11,part_⑦-106,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00623,choice,EXACT_MATCH,part_④-12,part_⑦-107,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00624,choice,EXACT_MATCH,part_④-13,part_⑦-108,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00625,choice,EXACT_MATCH,part_④-18,part_⑦-109,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00626,choice,EXACT_MATCH,part_④-19,part_⑦-110,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00627,choice,EXACT_MATCH,part_④-26,part_⑦-111,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00628,choice,EXACT_MATCH,part_④-28,part_⑦-112,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00629,choice,EXACT_MATCH,part_④-30,part_⑦-113,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00630,choice,EXACT_MATCH,part_④-33,part_⑦-114,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00631,choice,EXACT_MATCH,part_④-35,part_⑦-115,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00632,choice,EXACT_MATCH,part_④-36,part_⑦-116,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00633,choice,EXACT_MATCH,part_④-37,part_⑦-117,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00634,choice,EXACT_MATCH,part_④-39,part_⑦-118,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00635,choice,EXACT_MATCH,part_⑤-6,part_⑦-119,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00636,choice,ANSWER_CONFLICT,part_⑤-10,part_⑦-120,1.0,1.0,False,True,part_⑦,medium,問題文一致(別ID)だが正解が異なる,True
choice-00637,choice,EXACT_MATCH,part_⑤-11,part_⑦-121,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00638,choice,EXACT_MATCH,part_⑤-12,part_⑦-122,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00639,choice,EXACT_MATCH,part_⑤-15,part_⑦-123,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00640,choice,EXACT_MATCH,part_⑤-17,part_⑦-124,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00641,choice,EXACT_MATCH,part_⑤-19,part_⑦-125,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00642,choice,EXACT_MATCH,part_⑤-20,part_⑦-126,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00643,choice,EXACT_MATCH,part_⑤-21,part_⑦-127,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00644,choice,EXACT_MATCH,part_⑤-22,part_⑦-128,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00645,choice,EXACT_MATCH,part_⑤-25,part_⑦-129,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00646,choice,EXACT_MATCH,part_⑤-26,part_⑦-130,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00647,choice,EXACT_MATCH,part_⑤-27,part_⑦-131,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00648,choice,EXACT_MATCH,part_⑤-28,part_⑦-132,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00649,choice,EXACT_MATCH,part_⑤-29,part_⑦-133,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00650,choice,EXACT_MATCH,part_⑤-30,part_⑦-134,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00651,choice,EXACT_MATCH,part_⑤-31,part_⑦-135,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00652,choice,EXACT_MATCH,part_⑤-32,part_⑦-136,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00653,choice,EXACT_MATCH,part_⑤-33,part_⑦-137,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00654,choice,EXACT_MATCH,part_⑤-34,part_⑦-138,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00655,choice,EXACT_MATCH,part_⑤-35,part_⑦-139,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00656,choice,EXACT_MATCH,part_⑤-36,part_⑦-140,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00657,choice,EXACT_MATCH,part_⑤-37,part_⑦-141,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00658,choice,EXACT_MATCH,part_⑤-38,part_⑦-142,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00659,choice,EXACT_MATCH,part_⑤-39,part_⑦-143,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00660,choice,EXACT_MATCH,part_⑤-40,part_⑦-144,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00661,choice,EXACT_MATCH,part_⑤-42,part_⑦-145,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00662,choice,EXACT_MATCH,part_⑤-43,part_⑦-146,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00663,choice,EXACT_MATCH,part_⑤-44,part_⑦-147,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00664,choice,EXACT_MATCH,part_⑤-45,part_⑦-148,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00665,choice,EXACT_MATCH,part_⑤-47,part_⑦-149,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00666,choice,EXACT_MATCH,part_⑤-48,part_⑦-150,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00667,choice,EXACT_MATCH,part_⑤-49,part_⑦-151,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00668,choice,EXACT_MATCH,part_⑤-50,part_⑦-152,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00669,choice,EXACT_MATCH,part_⑤-51,part_⑦-153,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00670,choice,EXACT_MATCH,part_⑤-52,part_⑦-154,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00671,choice,EXACT_MATCH,part_⑤-53,part_⑦-155,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00672,choice,EXACT_MATCH,part_⑤-57,part_⑦-156,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00673,choice,EXACT_MATCH,part_④-74,part_⑦-157,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00674,choice,EXACT_MATCH,part_①-29,part_⑦-158,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00675,choice,EXACT_MATCH,part_⑤-60,part_⑦-159,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00676,choice,EXACT_MATCH,part_⑤-61,part_⑦-160,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00677,choice,EXACT_MATCH,part_⑤-62,part_⑦-161,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00678,choice,EXACT_MATCH,part_⑤-64,part_⑦-162,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00679,choice,EXACT_MATCH,part_⑤-72,part_⑦-163,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00680,choice,EXACT_MATCH,part_⑤-77,part_⑦-164,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00681,choice,EXACT_MATCH,part_⑤-86,part_⑦-165,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00682,choice,EXACT_MATCH,part_⑤-93,part_⑦-166,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00683,choice,EXACT_MATCH,part_⑤-25,part_⑦-167,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00684,choice,EXACT_MATCH,part_⑤-96,part_⑦-168,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00685,choice,EXACT_MATCH,part_⑤-3,part_⑦-169,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00686,choice,EXACT_MATCH,part_⑤-102,part_⑦-170,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00687,choice,EXACT_MATCH,part_④-43,part_⑦-171,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00688,choice,EXACT_MATCH,part_④-44,part_⑦-172,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00689,choice,EXACT_MATCH,part_④-48,part_⑦-173,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00690,choice,EXACT_MATCH,part_④-49,part_⑦-174,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00691,choice,EXACT_MATCH,part_④-50,part_⑦-175,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00692,choice,EXACT_MATCH,part_④-51,part_⑦-176,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00693,choice,EXACT_MATCH,part_④-52,part_⑦-177,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00694,choice,EXACT_MATCH,part_④-53,part_⑦-178,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00695,choice,EXACT_MATCH,part_④-54,part_⑦-179,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00696,choice,EXACT_MATCH,part_④-55,part_⑦-180,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00697,choice,EXACT_MATCH,part_④-56,part_⑦-181,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00698,choice,EXACT_MATCH,part_④-57,part_⑦-182,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00699,choice,EXACT_MATCH,part_④-58,part_⑦-183,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00700,choice,EXACT_MATCH,part_④-59,part_⑦-184,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00701,choice,EXACT_MATCH,part_④-60,part_⑦-185,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00702,choice,EXACT_MATCH,part_④-61,part_⑦-186,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00703,choice,EXACT_MATCH,part_④-62,part_⑦-187,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00704,choice,EXACT_MATCH,part_④-63,part_⑦-188,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00705,choice,EXACT_MATCH,part_④-64,part_⑦-189,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00706,choice,EXACT_MATCH,part_④-65,part_⑦-190,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00707,choice,EXACT_MATCH,part_④-66,part_⑦-191,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00708,choice,EXACT_MATCH,part_④-67,part_⑦-192,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00709,choice,EXACT_MATCH,part_④-69,part_⑦-193,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00710,choice,EXACT_MATCH,part_④-70,part_⑦-194,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00711,choice,EXACT_MATCH,part_④-75,part_⑦-195,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00712,choice,EXACT_MATCH,part_④-80,part_⑦-196,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00713,choice,EXACT_MATCH,part_④-81,part_⑦-197,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00714,choice,EXACT_MATCH,part_④-83,part_⑦-198,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00715,choice,EXACT_MATCH,part_④-85,part_⑦-199,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00716,choice,EXACT_MATCH,part_④-86,part_⑦-200,1.0,1.0,True,True,part_⑦,medium,正規化後コンテンツハッシュが完全一致,False
choice-00717,choice,REFERENCE_ONLY,,part_⑦-201,1.0,1.0,True,True,part_⑦,medium,マイサイトに対応する問題が見つからない,False
choice-00718,choice,REFERENCE_ONLY,,part_⑦-202,1.0,1.0,True,True,part_⑦,medium,マイサイトに対応する問題が見つからない,False
choice-00719,choice,REFERENCE_ONLY,,part_⑦-203,1.0,1.0,True,True,part_⑦,medium,マイサイトに対応する問題が見つからない,False
choice-00720,choice,REFERENCE_ONLY,,part_⑦-204,1.0,1.0,True,True,part_⑦,medium,マイサイトに対応する問題が見つからない,False
choice-00721,choice,REFERENCE_ONLY,,part_⑦-205,1.0,1.0,True,True,part_⑦,medium,マイサイトに対応する問題が見つからない,False
choice-00722,choice,MY_SITE_ONLY,part_④-76,,0,0,True,True,part_④,high,参考サイトに対応する問題が見つからない,False
choice-00723,choice,MY_SITE_ONLY,part_⑤-58,,0,0,True,True,part_⑤,high,参考サイトに対応する問題が見つからない,False
choice-00724,choice,MY_SITE_ONLY,part_⑤-59,,0,0,True,True,part_⑤,high,参考サイトに対応する問題が見つからない,False
choice-00725,choice,MY_SITE_ONLY,part_⑤-63,,0,0,True,True,part_⑤,high,参考サイトに対応する問題が見つからない,False
choice-00726,choice,MY_SITE_ONLY,part_⑤-76,,0,0,True,True,part_⑤,high,参考サイトに対応する問題が見つからない,False
choice-00727,choice,MY_SITE_ONLY,part_⑤-82,,0,0,True,True,part_⑤,high,参考サイトに対応する問題が見つからない,False
choice-00728,choice,MY_SITE_ONLY,part_⑤-95,,0,0,True,True,part_⑤,high,参考サイトに対応する問題が見つからない,False
choice-00729,choice,MY_SITE_ONLY,part_⑤-99,,0,0,True,True,part_⑤,high,参考サイトに対応する問題が見つからない,False
dnd-00730,dnd,EXACT_MATCH,dd-1,dd-1,1.0,1.0,True,True,,n/a,正規化後コンテンツハッシュが完全一致,False
dnd-00731,dnd,EXACT_MATCH,dd-2,dd-2,1.0,1.0,True,True,,n/a,正規化後コンテンツハッシュが完全一致,False
dnd-00732,dnd,EXACT_MATCH,dd-3,dd-3,1.0,1.0,True,True,,n/a,正規化後コンテンツハッシュが完全一致,False
dnd-00733,dnd,EXACT_MATCH,dd-4,dd-4,1.0,1.0,True,True,,n/a,正規化後コンテンツハッシュが完全一致,False
dnd-00734,dnd,EXACT_MATCH,dd-5,dd-5,1.0,1.0,True,True,,n/a,正規化後コンテンツハッシュが完全一致,False
dnd-00735,dnd,EXACT_MATCH,dd-6,dd-6,1.0,1.0,True,True,,n/a,正規化後コンテンツハッシュが完全一致,False
dnd-00736,dnd,EXACT_MATCH,dd-7,dd-7,1.0,1.0,True,True,,n/a,正規化後コンテンツハッシュが完全一致,False
dnd-00737,dnd,EXACT_MATCH,dd-8,dd-8,1.0,1.0,True,True,,n/a,正規化後コンテンツハッシュが完全一致,False
dnd-00738,dnd,EXACT_MATCH,dd-9,dd-9,1.0,1.0,True,True,,n/a,正規化後コンテンツハッシュが完全一致,False
dnd-00739,dnd,EQUIVALENT,dd-10,dd-10,1.0,1.0,True,False,,n/a,同一ID・同一問題文・同一マッピング（画像等でハッシュ不一致）,False
dnd-00740,dnd,EQUIVALENT,dd-11,dd-11,1.0,1.0,True,False,,n/a,同一ID・同一問題文・同一マッピング（画像等でハッシュ不一致）,False
dnd-00741,dnd,EQUIVALENT,dd-12,dd-12,1.0,1.0,True,False,,n/a,同一ID・同一問題文・同一マッピング（画像等でハッシュ不一致）,False
dnd-00742,dnd,EXACT_MATCH,dd-13,dd-13,1.0,1.0,True,True,,n/a,正規化後コンテンツハッシュが完全一致,False
dnd-00743,dnd,EQUIVALENT,dd-14,dd-14,1.0,1.0,True,False,,n/a,同一ID・同一問題文・同一マッピング（画像等でハッシュ不一致）,False
dnd-00744,dnd,EXACT_MATCH,dd-15,dd-15,1.0,1.0,True,True,,n/a,正規化後コンテンツハッシュが完全一致,False
dnd-00745,dnd,EXACT_MATCH,dd-16,dd-16,1.0,1.0,True,True,,n/a,正規化後コンテンツハッシュが完全一致,False
dnd-00746,dnd,EXACT_MATCH,dd-17,dd-17,1.0,1.0,True,True,,n/a,正規化後コンテンツハッシュが完全一致,False
dnd-00747,dnd,EXACT_MATCH,dd-18,dd-18,1.0,1.0,True,True,,n/a,正規化後コンテンツハッシュが完全一致,False
dnd-00748,dnd,EXACT_MATCH,dd-19,dd-19,1.0,1.0,True,True,,n/a,正規化後コンテンツハッシュが完全一致,False
